objectid,filename,title,creator,donor,date,archival date,description,subject,location,latitude,longitude,source,identifier,type,format original,format,finding aid,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
stockcerts1144,11-084.jpg,"Painted Desert Uranium & Oil Co., Inc.",,"Bennet, Earl H.",1976-10-04,1976-10-04,Earl H. Bennett was the owner of ten thousand shares.,mining; stock certificates; shares; uranium; oil (organic material),Washington,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-084,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-084.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-084_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-084_th.jpg
stockcerts1145,11-085.jpg,King of Pine Creek Mining Co.,,"Bennet, Earl H.",1981-04-24,1981-04-24,Earl H. Bennett was the owner of two thousand shares.,mining; stock certificates; shares,"Portland, Oregon",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-085,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-085.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-085_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-085_th.jpg
stockcerts1146,11-086.jpg,"Thunder Mountain Gold, Inc.",,"Bennet, Earl H.",1985-02-21,1985-02-21,Earl H. Bennett was the owner of three hundred shares.,mining; stock certificates; shares; gold (metal),Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-086,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-086.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-086_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-086_th.jpg
stockcerts1148,11-088.jpg,"North Bunker Hill Mining Company, Ltd.",,"Bennet, Earl H.",1919-08-04,1919-08-04,Elma Blom (?) was the owner of one thousand shares.,mining; stock certificates; shares,"Kellogg, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-088,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-088.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-088_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-088_th.jpg
stockcerts1149,11-089.jpg,Fox Copper Mining and Milling Co.,,"Bennet, Earl H.",,,Blank shares certificate.,mining; stock certificates; shares; copper (metal),"Mullan, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-089,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-089.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-089_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-089_th.jpg
stockcerts1150,11-090.jpg,Washington Water Power Company,,"Bennet, Earl H.",,,This certificate certifies that the bearer was the owner of a five hundred dollar improvement bond.,hydroelectric power; power; electric power production; stock certificates; shares,"Nampa, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-090,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-090.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-090_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-090_th.jpg
stockcerts1151,11-091.jpg,Pacific Northwest Bell Telephone Company,,"Bennet, Earl H.",1981-12-04,1981-12-04,This certificate certifies that Tern & Co. was the owner of a twenty-five thousand dollar coin or currency bond.,telephone; stock certificates; shares,"Seattle, Washington",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-091,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-091.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-091_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-091_th.jpg
stockcerts1152,11-092.jpg,General Electric Company,,"Bennet, Earl H.",,,This certificate certifies that the bearer was the owner of a one thousand dollar coin or currency bond.,electric power production; stock certificates; shares,"Manhattan, New York",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-092,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-092.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-092_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-092_th.jpg
stockcerts1154,11-094.jpg,Steptoe Fuel Company,,"Bennet, Earl H.",1915-02-18,1915-02-18,J. A. Barton was the owner of one share.,fuel; stock certificates; shares,"Steptoe, Washington",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-094,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-094.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-094_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-094_th.jpg
stockcerts1157,11-097.jpg,The Pittsburgh and Lake Erie Railroad Co.,,"Bennet, Earl H.",1936-01-07,1936-01-07,J. R. Williston & Co. was the owner of ten shares. Cancelled.,railroad; stock certificates; shares,New York,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",11-097,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/11-097.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/11-097_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/11-097_th.jpg
stockcerts1158,12-001.jpg,Carbonate Hill Mining Company,,"Bennet, Earl H.",1917-07-15,1917-07-15,Ms. Margaret V. Dean was the owner of one thousand shares.,mining; stock certificates; shares; carbonate,"Spokane, Washington",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",12-001,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/12-001.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/12-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/12-001_th.jpg
