objectid,identifier,title,description,date,date approximate,photographer/artist,subject,location,latitude,longitude,source,language,filename,type,format,format original,digital collection,contributing institution,rights,rightsstatement,display_template,object_location,image_small,image_thumb
gemphotos0844,PG101-720-001,1959 Commencement ceremony at the University of Idaho (26),"The Academic Parade ascends the steps of Memorial Gym for commencement. From left to right the Library, Ag Science, Gault Hall, Phinny and Brink Halls, the Small Animals Laboratory, and the Agronomy Building can bee seen in the background.",1959-06-07,,,commencements; academic ceremonies; men; women; crowds; administration buildings; students; graduates,Memorial Gym,46.726582,-117.013741,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-720-001.jpg,Image;StillImage,image/jpeg,9-4x5 black and white negatives,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-720-001.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-720-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-720-001_th.jpg
gemphotos0845,PG101-720-002,1959 Commencement ceremony at the University of Idaho (27),Newspaper columnist Inez Callaway Robb giving the keynote address at the 1959 commencement ceremony.,1959-06-07,,,commencements; academic ceremonies; women; awards; journalism,Memorial Gym,46.726582,-117.013741,,eng,PG101-720-002.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-720-002.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-720-002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-720-002_th.jpg
gemphotos0846,PG101-720-003,1959 Commencement ceremony at the University of Idaho (28),"Carl G. Paulsen (center) is hooded and receives an honorary Doctorate of Science degree on stage with Dean of Engineering, Alan Janssen (left), and President Theophilus (right) at commencment.",1959-06-07,,,commencements; academic ceremonies; men; science (modern discipline); degrees (academic),Memorial Gym,46.726582,-117.013741,,eng,PG101-720-003.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-720-003.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-720-003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-720-003_th.jpg
gemphotos0847,PG101-720-004,1959 Commencement ceremony at the University of Idaho (29),Governor Robert E. Smylie speaking at the 1959 Commencement ceremony in Memorial Gym.,1959-06-07,,,commencements; academic ceremonies; speeches (composition); governors (public officials),Memorial Gym,46.726582,-117.013741,,eng,PG101-720-004.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-720-004.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-720-004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-720-004_th.jpg
gemphotos0848,PG101-720-005,1959 Commencement ceremony at the University of Idaho (30),Graduates posing in cap and gown on the north lawn outside the Administration Building.,1959-06-07,,,commencements; academic ceremonies; men; women; group portraits; adiminstartion buildings; students; graduates,"North Lawn, Administration Building","46.7261685545384, -117.01118609910364",-117.0111861,,eng,PG101-720-005.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-720-005.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-720-005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-720-005_th.jpg
gemphotos0849,PG101-720-006,1959 Commencement ceremony at the University of Idaho (31),Graduates in cap and gowns rest on the grass outside of the Administration Building while waiting to file into Memorial Gym for Commencement.,1959-06-07,,,commencements; academic ceremonies; men; women; group portraits; adiminstartion buildings; students; graduates,"North Lawn, Administration Building","46.7261685545384, -117.01118609910364",-117.0111861,,eng,PG101-720-006.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-720-006.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-720-006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-720-006_th.jpg
gemphotos0850,PG101-720-007,1959 Commencement ceremony at the University of Idaho (32),"President Theophilis, Governor Smylie, and keynote speaker Inez Callaway Robb sit with College Deans and faculty on stage during commencement.",1959-06-07,,,faculty; administration; commencements; academic ceremonies,Memorial Gym,46.726582,-117.013741,,eng,PG101-720-007.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-720-007.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-720-007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-720-007_th.jpg
gemphotos0851,PG101-720-008,1959 Commencement ceremony at the University of Idaho (33),Graduate kissing a woman outside of Memorial Gym on commencement day.,1959-06-07,,,commencements; academic ceremonies; men; women; group portraits; adiminstartion buildings; students; graduates,Memorial Gym,46.726582,-117.013741,,eng,PG101-720-008.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-720-008.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-720-008_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-720-008_th.jpg
gemphotos0852,PG101-720-009,1959 Commencement ceremony at the University of Idaho (33),The Academic Parade leads the traditional commencement walk from the Administration Building to Memorial Gym. Behind the Military personnel is Governor Smylie (left) and President Theophilis (right).,1959-06-07,,,commencements; academic ceremonies; men; women; group portraits; adiminstartion buildings; students; graduates,"Corner of University Ave and Campus Dr, Moscow Campus",46.726926,-117.011936,,eng,PG101-720-009.jpg,Image;StillImage,image/jpeg,,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-720-009.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-720-009_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-720-009_th.jpg
gemphotos0853,PG101-721-001,1959 Commencement ceremony at the University of Idaho (34),Newspaper columnist Inez Callaway Robb giving the keynote address at the 1959 commencement ceremony.,1959-06-07,,,commencements; academic ceremonies; women; awards; journalism,Memorial Gym,46.726582,-117.013741,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-721-001.jpg,Image;StillImage,image/jpeg,9-4x5 black and white negatives,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-721-001.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/pg101-721-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/pg101-721-001_th.jpg
